x,y,z,ux,uy,uz,?x,?y,?z
9.33,-2.5,12.381,-0.000711134,0.000190654,0.00019391,2.67781e-05,9.99181e-05,-1.31497e-07
9.10667,-3.33333,12.381,-0.000669316,0.000234854,0.0001947,2.57262e-05,9.59934e-05,6.32732e-05
8.88333,-4.16667,12.381,-0.00059122,0.000269252,0.000197086,2.33097e-05,8.69763e-05,7.90594e-05
8.66,-5,12.381,-0.000536295,0.000309695,0.000201111,4.35163e-05,7.53645e-05,-7.58785e-08
8.05,-5.61,12.381,-0.00052882,0.000377567,0.000197087,6.3676e-05,6.3676e-05,-7.92051e-05
7.44,-6.22,12.381,-0.000538162,0.000462481,0.000194701,7.02809e-05,7.02808e-05,-6.34161e-05
6.83,-6.83,12.381,-0.000520876,0.000520876,0.000193912,7.31592e-05,7.31592e-05,-2.2993e-16
6.22,-7.44,12.381,-0.000462481,0.000538162,0.000194701,7.02809e-05,7.02808e-05,6.34161e-05
5.61,-8.05,12.381,-0.000377567,0.00052882,0.000197087,6.3676e-05,6.3676e-05,7.92051e-05
5,-8.66,12.381,-0.000309695,0.000536295,0.000201111,7.53645e-05,4.35163e-05,7.58785e-08
4.16667,-8.88333,12.381,-0.000269252,0.00059122,0.000197086,8.69762e-05,2.33098e-05,-7.90594e-05
3.33333,-9.10667,12.381,-0.000234854,0.000669316,0.0001947,9.59933e-05,2.57263e-05,-6.32732e-05
2.5,-9.33,12.381,-0.000190654,0.000711134,0.00019391,9.99181e-05,2.6778e-05,1.31497e-07
1.66667,-9.55333,12.381,-0.000131408,0.00069681,0.000194699,9.59776e-05,2.5722e-05,6.35155e-05
0.833333,-9.77667,12.381,-6.2518e-05,0.000646204,0.000197085,8.69477e-05,2.33021e-05,7.92393e-05
0,-10,12.381,-1.73354e-17,0.000618755,0.00020111,8.69891e-05,-1.80599e-18,2.09293e-16
-0.833333,-9.77667,12.381,6.2518e-05,0.000646204,0.000197085,8.69477e-05,-2.3302e-05,-7.92393e-05
-1.66667,-9.55333,12.381,0.000131408,0.00069681,0.000194699,9.59776e-05,-2.5722e-05,-6.35155e-05
-2.5,-9.33,12.381,0.000190654,0.000711134,0.00019391,9.99181e-05,-2.6778e-05,-1.31497e-07
-3.33333,-9.10667,12.381,0.000234854,0.000669316,0.0001947,9.59933e-05,-2.57263e-05,6.32732e-05
-4.16667,-8.88333,12.381,0.000269252,0.00059122,0.000197086,8.69763e-05,-2.33096e-05,7.90594e-05
-5,-8.66,12.381,0.000309695,0.000536295,0.000201111,7.53645e-05,-4.35163e-05,-7.58785e-08
-5.61,-8.05,12.381,0.000377567,0.00052882,0.000197087,6.3676e-05,-6.3676e-05,-7.92051e-05
-6.22,-7.44,12.381,0.000462481,0.000538162,0.000194701,7.02808e-05,-7.02809e-05,-6.34161e-05
-6.83,-6.83,12.381,0.000520876,0.000520876,0.000193912,7.31592e-05,-7.31592e-05,-1.03539e-16
-7.44,-6.22,12.381,0.000538162,0.000462481,0.000194701,7.02809e-05,-7.02808e-05,6.34161e-05
-8.05,-5.61,12.381,0.00052882,0.000377567,0.000197087,6.3676e-05,-6.3676e-05,7.92051e-05
-8.66,-5,12.381,0.000536295,0.000309695,0.000201111,4.35163e-05,-7.53645e-05,7.58785e-08
-8.88333,-4.16667,12.381,0.00059122,0.000269252,0.000197086,2.33096e-05,-8.69763e-05,-7.90594e-05
-9.10667,-3.33333,12.381,0.000669316,0.000234854,0.0001947,2.57263e-05,-9.59933e-05,-6.32732e-05
-9.33,-2.5,12.381,0.000711134,0.000190654,0.00019391,2.67781e-05,-9.99181e-05,1.31497e-07
-9.55333,-1.66667,12.381,0.00069681,0.000131408,0.000194699,2.5722e-05,-9.59776e-05,6.35155e-05
-9.77667,-0.833333,12.381,0.000646204,6.2518e-05,0.000197085,2.33021e-05,-8.69477e-05,7.92393e-05
-10,0,12.381,0.000618755,-1.7746e-16,0.00020111,1.0924e-17,-8.69891e-05,2.15601e-17
-9.77667,0.833333,12.381,0.000646204,-6.2518e-05,0.000197085,-2.33012e-05,-8.6948e-05,-7.92393e-05
-9.55333,1.66667,12.381,0.00069681,-0.000131408,0.000194699,-2.57221e-05,-9.59776e-05,-6.35155e-05
-9.33,2.5,12.381,0.000711134,-0.000190654,0.00019391,-2.67781e-05,-9.99181e-05,-1.31497e-07
-9.10667,3.33333,12.381,0.000669316,-0.000234854,0.0001947,-2.57262e-05,-9.59934e-05,6.32732e-05
-8.88333,4.16667,12.381,0.00059122,-0.000269252,0.000197086,-2.33096e-05,-8.69763e-05,7.90594e-05
-8.66,5,12.381,0.000536295,-0.000309695,0.000201111,-4.35163e-05,-7.53645e-05,-7.58785e-08
-8.05,5.61,12.381,0.00052882,-0.000377567,0.000197087,-6.3676e-05,-6.3676e-05,-7.92051e-05
-7.44,6.22,12.381,0.000538162,-0.000462481,0.000194701,-7.02809e-05,-7.02808e-05,-6.34161e-05
-6.83,6.83,12.381,0.000520876,-0.000520876,0.000193912,-7.31592e-05,-7.31592e-05,-1.21331e-17
-6.22,7.44,12.381,0.000462481,-0.000538162,0.000194701,-7.02809e-05,-7.02808e-05,6.34161e-05
-5.61,8.05,12.381,0.000377567,-0.00052882,0.000197087,-6.3676e-05,-6.3676e-05,7.92051e-05
-5,8.66,12.381,0.000309695,-0.000536295,0.000201111,-7.53645e-05,-4.35163e-05,7.58785e-08
-4.16667,8.88333,12.381,0.000269252,-0.00059122,0.000197086,-8.69763e-05,-2.33096e-05,-7.90594e-05
-3.33333,9.10667,12.381,0.000234854,-0.000669316,0.0001947,-9.59933e-05,-2.57263e-05,-6.32732e-05
-2.5,9.33,12.381,0.000190654,-0.000711134,0.00019391,-9.99181e-05,-2.6778e-05,1.31497e-07
-1.66667,9.55333,12.381,0.000131408,-0.00069681,0.000194699,-9.59776e-05,-2.5722e-05,6.35155e-05
-0.833333,9.77667,12.381,6.2518e-05,-0.000646204,0.000197085,-8.69477e-05,-2.33021e-05,7.92393e-05
0,10,12.381,3.58884e-17,-0.000618755,0.00020111,-8.69891e-05,3.72356e-18,1.38523e-17
0.833333,9.77667,12.381,-6.2518e-05,-0.000646204,0.000197085,-8.69477e-05,2.3302e-05,-7.92393e-05
1.66667,9.55333,12.381,-0.000131408,-0.00069681,0.000194699,-9.59776e-05,2.5722e-05,-6.35155e-05
2.5,9.33,12.381,-0.000190654,-0.000711134,0.00019391,-9.99181e-05,2.6778e-05,-1.31497e-07
3.33333,9.10667,12.381,-0.000234854,-0.000669316,0.0001947,-9.59933e-05,2.57263e-05,6.32732e-05
4.16667,8.88333,12.381,-0.000269252,-0.00059122,0.000197086,-8.69763e-05,2.33096e-05,7.90594e-05
5,8.66,12.381,-0.000309695,-0.000536295,0.000201111,-7.53645e-05,4.35163e-05,-7.58785e-08
5.61,8.05,12.381,-0.000377567,-0.00052882,0.000197087,-6.3676e-05,6.3676e-05,-7.92051e-05
6.22,7.44,12.381,-0.000462481,-0.000538162,0.000194701,-7.02808e-05,7.02809e-05,-6.34161e-05
6.83,6.83,12.381,-0.000520876,-0.000520876,0.000193912,-7.31592e-05,7.31592e-05,-3.4395e-17
7.44,6.22,12.381,-0.000538162,-0.000462481,0.000194701,-7.02809e-05,7.02808e-05,6.34161e-05
8.05,5.61,12.381,-0.00052882,-0.000377567,0.000197087,-6.3676e-05,6.3676e-05,7.92051e-05
8.66,5,12.381,-0.000536295,-0.000309695,0.000201111,-4.35163e-05,7.53645e-05,7.58785e-08
8.88333,4.16667,12.381,-0.00059122,-0.000269252,0.000197086,-2.33096e-05,8.69763e-05,-7.90594e-05
9.10667,3.33333,12.381,-0.000669316,-0.000234854,0.0001947,-2.57263e-05,9.59933e-05,-6.32732e-05
9.33,2.5,12.381,-0.000711134,-0.000190654,0.00019391,-2.67781e-05,9.9918e-05,1.31497e-07
9.55333,1.66667,12.381,-0.00069681,-0.000131408,0.000194699,-2.5722e-05,9.59776e-05,6.35155e-05
9.77667,0.833333,12.381,-0.000646204,-6.2518e-05,0.000197085,-2.33021e-05,8.69477e-05,7.92393e-05
10,0,13.3333,-0.000537313,-1.16555e-16,0.000211998,-1.92954e-18,8.41945e-05,1.8981e-16
9.77667,-0.833333,13.3333,-0.000561156,5.42803e-05,0.000208091,2.25538e-05,8.41561e-05,-6.88237e-05
9.55333,-1.66667,13.3333,-0.000605117,0.000114111,0.000205761,2.48981e-05,9.29033e-05,-5.51773e-05
9.33,-2.5,13.3333,-0.000617565,0.000165575,0.000204988,2.59215e-05,9.67221e-05,-1.22036e-07
9.10667,-3.33333,13.3333,-0.000581247,0.00020397,0.000205761,2.49025e-05,9.29196e-05,5.49523e-05
8.88333,-4.16667,13.3333,-0.000513424,0.000233843,0.000208092,2.25613e-05,8.41858e-05,6.86559e-05
8.66,-5,13.3333,-0.000465734,0.000268953,0.000212,4.21201e-05,7.29458e-05,-7.25314e-08
8.05,-5.61,13.3333,-0.000459257,0.000327889,0.000208093,6.16338e-05,6.16338e-05,-6.87951e-05
7.44,-6.22,13.3333,-0.000467378,0.00040164,0.000205763,6.80318e-05,6.80318e-05,-5.50872e-05
6.83,-6.83,13.3333,-0.000452364,0.000452364,0.000204989,7.0821e-05,7.0821e-05,-2.24362e-16
6.22,-7.44,13.3333,-0.00040164,0.000467378,0.000205763,6.80318e-05,6.80318e-05,5.50872e-05
5.61,-8.05,13.3333,-0.000327889,0.000459257,0.000208093,6.16337e-05,6.16338e-05,6.87951e-05
5,-8.66,13.3333,-0.000268953,0.000465734,0.000212,7.29458e-05,4.21201e-05,7.25314e-08
4.16667,-8.88333,13.3333,-0.000233843,0.000513424,0.000208092,8.41857e-05,2.25617e-05,-6.86559e-05
3.33333,-9.10667,13.3333,-0.00020397,0.000581247,0.000205761,9.29196e-05,2.49025e-05,-5.49523e-05
2.5,-9.33,13.3333,-0.000165575,0.000617565,0.000204988,9.67221e-05,2.59215e-05,1.22036e-07
1.66667,-9.55333,13.3333,-0.000114111,0.000605117,0.000205761,9.29033e-05,2.48981e-05,5.51773e-05
0.833333,-9.77667,13.3333,-5.42803e-05,0.000561156,0.000208091,8.41561e-05,2.25539e-05,6.88237e-05
0,-10,13.3333,-1.82655e-17,0.000537313,0.000211998,8.41945e-05,-4.84334e-19,2.11631e-16
-0.833333,-9.77667,13.3333,5.42803e-05,0.000561156,0.000208091,8.41561e-05,-2.25538e-05,-6.88237e-05
-1.66667,-9.55333,13.3333,0.000114111,0.000605117,0.000205761,9.29033e-05,-2.48981e-05,-5.51773e-05
-2.5,-9.33,13.3333,0.000165575,0.000617565,0.000204988,9.67221e-05,-2.59217e-05,-1.22036e-07
-3.33333,-9.10667,13.3333,0.00020397,0.000581247,0.000205761,9.29196e-05,-2.49025e-05,5.49523e-05
-4.16667,-8.88333,13.3333,0.000233843,0.000513424,0.000208092,8.41857e-05,-2.25619e-05,6.86559e-05
-5,-8.66,13.3333,0.000268953,0.000465734,0.000212,7.29458e-05,-4.21201e-05,-7.25314e-08
-5.61,-8.05,13.3333,0.000327889,0.000459257,0.000208093,6.16338e-05,-6.16337e-05,-6.87951e-05
-6.22,-7.44,13.3333,0.00040164,0.000467378,0.000205763,6.80318e-05,-6.80318e-05,-5.50872e-05
-6.83,-6.83,13.3333,0.000452364,0.000452364,0.000204989,7.0821e-05,-7.0821e-05,-1.08547e-16
-7.44,-6.22,13.3333,0.000467378,0.00040164,0.000205763,6.80318e-05,-6.80318e-05,5.50872e-05
-8.05,-5.61,13.3333,0.000459257,0.000327889,0.000208093,6.16338e-05,-6.16338e-05,6.87951e-05
-8.66,-5,13.3333,0.000465734,0.000268953,0.000212,4.21201e-05,-7.29458e-05,7.25314e-08
-8.88333,-4.16667,13.3333,0.000513424,0.000233843,0.000208092,2.25617e-05,-8.41857e-05,-6.86559e-05
-9.10667,-3.33333,13.3333,0.000581247,0.00020397,0.000205761,2.49025e-05,-9.29196e-05,-5.49523e-05
-9.33,-2.5,13.3333,0.000617565,0.000165575,0.000204988,2.59213e-05,-9.67222e-05,1.22036e-07
-9.55333,-1.66667,13.3333,0.000605117,0.000114111,0.000205761,2.48981e-05,-9.29033e-05,5.51773e-05
-9.77667,-0.833333,13.3333,0.000561156,5.42803e-05,0.000208091,2.25537e-05,-8.41561e-05,6.88237e-05
-10,0,13.3333,0.000537313,-1.8681e-16,0.000211998,9.05329e-18,-8.41945e-05,2.1975e-17
-9.77667,0.833333,13.3333,0.000561156,-5.42803e-05,0.000208091,-2.2554e-05,-8.4156e-05,-6.88237e-05
-9.55333,1.66667,13.3333,0.000605117,-0.000114111,0.000205761,-2.48981e-05,-9.29033e-05,-5.51773e-05
-9.33,2.5,13.3333,0.000617565,-0.000165575,0.000204988,-2.59217e-05,-9.67221e-05,-1.22036e-07
-9.10667,3.33333,13.3333,0.000581247,-0.00020397,0.000205761,-2.49025e-05,-9.29196e-05,5.49523e-05
-8.88333,4.16667,13.3333,0.000513424,-0.000233843,0.000208092,-2.25615e-05,-8.41858e-05,6.86559e-05
-8.66,5,13.3333,0.000465734,-0.000268953,0.000212,-4.21201e-05,-7.29458e-05,-7.25314e-08
-8.05,5.61,13.3333,0.000459257,-0.000327889,0.000208093,-6.16338e-05,-6.16338e-05,-6.87951e-05
-7.44,6.22,13.3333,0.000467378,-0.00040164,0.000205763,-6.80318e-05,-6.80318e-05,-5.50872e-05
-6.83,6.83,13.3333,0.000452364,-0.000452364,0.000204989,-7.0821e-05,-7.0821e-05,-8.00234e-18
-6.22,7.44,13.3333,0.00040164,-0.000467378,0.000205763,-6.80318e-05,-6.80318e-05,5.50872e-05
-5.61,8.05,13.3333,0.000327889,-0.000459257,0.000208093,-6.16338e-05,-6.16338e-05,6.87951e-05
-5,8.66,13.3333,0.000268953,-0.000465734,0.000212,-7.29458e-05,-4.21201e-05,7.25314e-08
-4.16667,8.88333,13.3333,0.000233843,-0.000513424,0.000208092,-8.41857e-05,-2.25617e-05,-6.86559e-05
-3.33333,9.10667,13.3333,0.00020397,-0.000581247,0.000205761,-9.29196e-05,-2.49025e-05,-5.49523e-05
-2.5,9.33,13.3333,0.000165575,-0.000617565,0.000204988,-9.67221e-05,-2.59216e-05,1.22036e-07
-1.66667,9.55333,13.3333,0.000114111,-0.000605117,0.000205761,-9.29033e-05,-2.48981e-05,5.51773e-05
-0.833333,9.77667,13.3333,5.42803e-05,-0.000561156,0.000208091,-8.41561e-05,-2.25537e-05,6.88237e-05
0,10,13.3333,3.68102e-17,-0.000537313,0.000211998,-8.41945e-05,5.84876e-19,2.29376e-17
0.833333,9.77667,13.3333,-5.42803e-05,-0.000561156,0.000208091,-8.41561e-05,2.25538e-05,-6.88237e-05
1.66667,9.55333,13.3333,-0.000114111,-0.000605117,0.000205761,-9.29033e-05,2.48981e-05,-5.51773e-05
2.5,9.33,13.3333,-0.000165575,-0.000617565,0.000204988,-9.67221e-05,2.59216e-05,-1.22036e-07
3.33333,9.10667,13.3333,-0.00020397,-0.000581247,0.000205761,-9.29196e-05,2.49025e-05,5.49523e-05
4.16667,8.88333,13.3333,-0.000233843,-0.000513424,0.000208092,-8.41857e-05,2.25619e-05,6.86559e-05
5,8.66,13.3333,-0.000268953,-0.000465734,0.000212,-7.29458e-05,4.21201e-05,-7.25314e-08
5.61,8.05,13.3333,-0.000327889,-0.000459257,0.000208093,-6.16338e-05,6.16337e-05,-6.87951e-05
6.22,7.44,13.3333,-0.00040164,-0.000467378,0.000205763,-6.80318e-05,6.80318e-05,-5.50872e-05
6.83,6.83,13.3333,-0.000452364,-0.000452364,0.000204989,-7.0821e-05,7.0821e-05,-4.20738e-17
7.44,6.22,13.3333,-0.000467378,-0.00040164,0.000205763,-6.80318e-05,6.80318e-05,5.50872e-05
8.05,5.61,13.3333,-0.000459257,-0.000327889,0.000208093,-6.16338e-05,6.16337e-05,6.87951e-05
8.66,5,13.3333,-0.000465734,-0.000268953,0.000212,-4.21201e-05,7.29458e-05,7.25314e-08
8.88333,4.16667,13.3333,-0.000513424,-0.000233843,0.000208092,-2.25618e-05,8.41857e-05,-6.86559e-05
9.10667,3.33333,13.3333,-0.000581247,-0.00020397,0.000205761,-2.49025e-05,9.29196e-05,-5.49523e-05
9.33,2.5,13.3333,-0.000617565,-0.000165575,0.000204988,-2.59213e-05,9.67222e-05,1.22036e-07
9.55333,1.66667,13.3333,-0.000605117,-0.000114111,0.000205761,-2.48981e-05,9.29033e-05,5.51773e-05
9.77667,0.833333,13.3333,-0.000561156,-5.42803e-05,0.000208091,-2.25539e-05,8.41561e-05,6.88237e-05
10,0,14.2857,-0.000458431,-1.14658e-16,0.000221348,-1.96374e-18,8.15943e-05,1.85151e-16
9.77667,-0.833333,14.2857,-0.000478784,4.63005e-05,0.000217562,2.18561e-05,8.15524e-05,-5.87389e-05
9.55333,-1.66667,14.2857,-0.000516311,9.73577e-05,0.000215301,2.4125e-05,9.00184e-05,-4.71037e-05
9.33,-2.5,14.2857,-0.000526944,0.000141286,0.00021455,2.51156e-05,9.37137e-05,-1.12412e-07
9.10667,-3.33333,14.2857,-0.000495951,0.000174058,0.000215302,2.41295e-05,9.00346e-05,4.68962e-05
8.88333,-4.16667,14.2857,-0.000438074,0.000199547,0.000217564,2.1864e-05,8.15821e-05,5.85835e-05
8.66,-5,14.2857,-0.000397391,0.00022949,0.000221351,4.08201e-05,7.06942e-05,-6.88948e-08
8.05,-5.61,14.2857,-0.000391882,0.000279772,0.000217565,5.9728e-05,5.9728e-05,-5.87156e-05
7.44,-6.22,14.2857,-0.000398822,0.000342713,0.000215303,6.59203e-05,6.59203e-05,-4.70227e-05
6.83,-6.83,14.2857,-0.000386009,0.000386009,0.000214552,6.86192e-05,6.86192e-05,-2.17696e-16
6.22,-7.44,14.2857,-0.000342713,0.000398822,0.000215303,6.59203e-05,6.59203e-05,4.70227e-05
5.61,-8.05,14.2857,-0.000279772,0.000391882,0.000217565,5.9728e-05,5.9728e-05,5.87156e-05
5,-8.66,14.2857,-0.00022949,0.000397391,0.000221351,7.06942e-05,4.08201e-05,6.88948e-08
4.16667,-8.88333,14.2857,-0.000199547,0.000438074,0.000217564,8.1582e-05,2.18643e-05,-5.85835e-05
3.33333,-9.10667,14.2857,-0.000174058,0.000495951,0.000215302,9.00347e-05,2.41294e-05,-4.68962e-05
2.5,-9.33,14.2857,-0.000141286,0.000526944,0.00021455,9.37138e-05,2.51154e-05,1.12412e-07
1.66667,-9.55333,14.2857,-9.73577e-05,0.000516311,0.000215301,9.00184e-05,2.4125e-05,4.71037e-05
0.833333,-9.77667,14.2857,-4.63005e-05,0.000478784,0.000217562,8.15524e-05,2.18561e-05,5.87389e-05
0,-10,14.2857,-1.83232e-17,0.000458431,0.000221348,8.15943e-05,6.61381e-19,2.0966e-16
-0.833333,-9.77667,14.2857,4.63005e-05,0.000478784,0.000217562,8.15524e-05,-2.18561e-05,-5.87389e-05
-1.66667,-9.55333,14.2857,9.73577e-05,0.000516311,0.000215301,9.00184e-05,-2.4125e-05,-4.71037e-05
-2.5,-9.33,14.2857,0.000141286,0.000526944,0.00021455,9.37139e-05,-2.51151e-05,-1.12412e-07
-3.33333,-9.10667,14.2857,0.000174058,0.000495951,0.000215302,9.00347e-05,-2.41294e-05,4.68962e-05
-4.16667,-8.88333,14.2857,0.000199547,0.000438074,0.000217564,8.15821e-05,-2.18637e-05,5.85835e-05
-5,-8.66,14.2857,0.00022949,0.000397391,0.000221351,7.06942e-05,-4.08201e-05,-6.88948e-08
-5.61,-8.05,14.2857,0.000279772,0.000391882,0.000217565,5.9728e-05,-5.9728e-05,-5.87156e-05
-6.22,-7.44,14.2857,0.000342713,0.000398822,0.000215303,6.59203e-05,-6.59203e-05,-4.70227e-05
-6.83,-6.83,14.2857,0.000386009,0.000386009,0.000214552,6.86192e-05,-6.86192e-05,-1.08763e-16
-7.44,-6.22,14.2857,0.000398822,0.000342713,0.000215303,6.59204e-05,-6.59201e-05,4.70227e-05
-8.05,-5.61,14.2857,0.000391882,0.000279772,0.000217565,5.9728e-05,-5.9728e-05,5.87156e-05
-8.66,-5,14.2857,0.000397391,0.00022949,0.000221351,4.08201e-05,-7.06942e-05,6.88948e-08
-8.88333,-4.16667,14.2857,0.000438074,0.000199547,0.000217564,2.18642e-05,-8.1582e-05,-5.85835e-05
-9.10667,-3.33333,14.2857,0.000495951,0.000174058,0.000215302,2.41296e-05,-9.00346e-05,-4.68962e-05
-9.33,-2.5,14.2857,0.000526944,0.000141286,0.00021455,2.51152e-05,-9.37139e-05,1.12412e-07
-9.55333,-1.66667,14.2857,0.000516311,9.73577e-05,0.000215301,2.41248e-05,-9.00184e-05,4.71037e-05
-9.77667,-0.833333,14.2857,0.000478784,4.63005e-05,0.000217562,2.18563e-05,-8.15524e-05,5.87389e-05
-10,0,14.2857,0.000458431,-1.94491e-16,0.000221348,6.39487e-18,-8.15943e-05,2.34389e-17
-9.77667,0.833333,14.2857,0.000478784,-4.63005e-05,0.000217562,-2.18564e-05,-8.15523e-05,-5.87389e-05
-9.55333,1.66667,14.2857,0.000516311,-9.73577e-05,0.000215301,-2.41247e-05,-9.00185e-05,-4.71037e-05
-9.33,2.5,14.2857,0.000526944,-0.000141286,0.00021455,-2.51149e-05,-9.37139e-05,-1.12412e-07
-9.10667,3.33333,14.2857,0.000495951,-0.000174058,0.000215302,-2.41294e-05,-9.00347e-05,4.68962e-05
-8.88333,4.16667,14.2857,0.000438074,-0.000199547,0.000217564,-2.18642e-05,-8.1582e-05,5.85835e-05
-8.66,5,14.2857,0.000397391,-0.00022949,0.000221351,-4.08201e-05,-7.06942e-05,-6.88948e-08
-8.05,5.61,14.2857,0.000391882,-0.000279772,0.000217565,-5.9728e-05,-5.9728e-05,-5.87156e-05
-7.44,6.22,14.2857,0.000398822,-0.000342713,0.000215303,-6.59202e-05,-6.59203e-05,-4.70227e-05
-6.83,6.83,14.2857,0.000386009,-0.000386009,0.000214552,-6.86193e-05,-6.86192e-05,-5.32068e-19
-6.22,7.44,14.2857,0.000342713,-0.000398822,0.000215303,-6.59203e-05,-6.59203e-05,4.70227e-05
-5.61,8.05,14.2857,0.000279772,-0.000391882,0.000217565,-5.9728e-05,-5.9728e-05,5.87156e-05
-5,8.66,14.2857,0.00022949,-0.000397391,0.000221351,-7.06942e-05,-4.08201e-05,6.88948e-08
-4.16667,8.88333,14.2857,0.000199547,-0.000438074,0.000217564,-8.15821e-05,-2.1864e-05,-5.85835e-05
-3.33333,9.10667,14.2857,0.000174058,-0.000495951,0.000215302,-9.00348e-05,-2.4129e-05,-4.68962e-05
-2.5,9.33,14.2857,0.000141286,-0.000526944,0.00021455,-9.37138e-05,-2.51153e-05,1.12412e-07
-1.66667,9.55333,14.2857,9.73577e-05,-0.000516311,0.000215301,-9.00183e-05,-2.41252e-05,4.71037e-05
-0.833333,9.77667,14.2857,4.63005e-05,-0.000478784,0.000217562,-8.15524e-05,-2.1856e-05,5.87389e-05
0,10,14.2857,3.71149e-17,-0.000458431,0.000221348,-8.15943e-05,4.65498e-19,2.57634e-17
0.833333,9.77667,14.2857,-4.63005e-05,-0.000478784,0.000217562,-8.15524e-05,2.18561e-05,-5.87389e-05
1.66667,9.55333,14.2857,-9.73577e-05,-0.000516311,0.000215301,-9.00184e-05,2.41249e-05,-4.71037e-05
2.5,9.33,14.2857,-0.000141286,-0.000526944,0.00021455,-9.37138e-05,2.51153e-05,-1.12412e-07
3.33333,9.10667,14.2857,-0.000174058,-0.000495951,0.000215302,-9.00347e-05,2.41293e-05,4.68962e-05
4.16667,8.88333,14.2857,-0.000199547,-0.000438074,0.000217564,-8.15821e-05,2.1864e-05,5.85835e-05
5,8.66,14.2857,-0.00022949,-0.000397391,0.000221351,-7.06942e-05,4.08201e-05,-6.88948e-08
5.61,8.05,14.2857,-0.000279772,-0.000391882,0.000217565,-5.9728e-05,5.9728e-05,-5.87156e-05
6.22,7.44,14.2857,-0.000342713,-0.000398822,0.000215303,-6.59203e-05,6.59203e-05,-4.70227e-05
6.83,6.83,14.2857,-0.000386009,-0.000386009,0.000214552,-6.86192e-05,6.86192e-05,-4.85655e-17
7.44,6.22,14.2857,-0.000398822,-0.000342713,0.000215303,-6.59203e-05,6.59203e-05,4.70227e-05
8.05,5.61,14.2857,-0.000391882,-0.000279772,0.000217565,-5.9728e-05,5.9728e-05,5.87156e-05
8.66,5,14.2857,-0.000397391,-0.00022949,0.000221351,-4.08201e-05,7.06942e-05,6.88948e-08
8.88333,4.16667,14.2857,-0.000438074,-0.000199547,0.000217564,-2.18641e-05,8.1582e-05,-5.85835e-05
9.10667,3.33333,14.2857,-0.000495951,-0.000174058,0.000215302,-2.41295e-05,9.00346e-05,-4.68962e-05
9.33,2.5,14.2857,-0.000526944,-0.000141286,0.00021455,-2.51153e-05,9.37138e-05,1.12412e-07
9.55333,1.66667,14.2857,-0.000516311,-9.73577e-05,0.000215301,-2.41249e-05,9.00184e-05,4.71037e-05
9.77667,0.833333,14.2857,-0.000478784,-4.63005e-05,0.000217562,-2.1856e-05,8.15524e-05,5.87389e-05
10,0,15.2381,-0.000382009,-1.12653e-16,0.000229209,-1.7662e-18,7.8976e-05,1.8139e-16
9.77667,-0.833333,15.2381,-0.00039899,3.85598e-05,0.00022555,2.11528e-05,7.89285e-05,-4.89822e-05
9.55333,-1.66667,15.2381,-0.000430296,8.11237e-05,0.000223367,2.33444e-05,8.71058e-05,-3.92975e-05
9.33,-2.5,15.2381,-0.000439175,0.000117761,0.000222642,2.4301e-05,9.06738e-05,-1.02941e-07
9.10667,-3.33333,15.2381,-0.000413332,0.000145092,0.000223368,2.33486e-05,8.71216e-05,3.91073e-05
8.88333,-4.16667,15.2381,-0.000365077,0.000166333,0.000225551,2.11606e-05,7.89572e-05,4.8839e-05
8.66,-5,15.2381,-0.000331178,0.000191257,0.000229211,3.95102e-05,6.84256e-05,-6.52227e-08
8.05,-5.61,15.2381,-0.000326619,0.00023315,0.000225552,5.78063e-05,5.78064e-05,-4.8964e-05
7.44,-6.22,15.2381,-0.000332423,0.000285631,0.000223369,6.37875e-05,6.37875e-05,-3.92255e-05
6.83,-6.83,15.2381,-0.000321742,0.000321742,0.000222644,6.63935e-05,6.63934e-05,-2.11311e-16
6.22,-7.44,15.2381,-0.000285631,0.000332423,0.000223369,6.37875e-05,6.37875e-05,3.92255e-05
5.61,-8.05,15.2381,-0.00023315,0.000326619,0.000225552,5.78063e-05,5.78063e-05,4.8964e-05
5,-8.66,15.2381,-0.000191257,0.000331178,0.000229211,6.84256e-05,3.95102e-05,6.52227e-08
4.16667,-8.88333,15.2381,-0.000166333,0.000365077,0.000225551,7.89573e-05,2.11604e-05,-4.8839e-05
3.33333,-9.10667,15.2381,-0.000145092,0.000413332,0.000223368,8.71216e-05,2.33486e-05,-3.91073e-05
2.5,-9.33,15.2381,-0.000117761,0.000439175,0.000222642,9.06739e-05,2.43006e-05,1.02941e-07
1.66667,-9.55333,15.2381,-8.11237e-05,0.000430296,0.000223367,8.71058e-05,2.33444e-05,3.92975e-05
0.833333,-9.77667,15.2381,-3.85598e-05,0.00039899,0.00022555,7.89285e-05,2.11528e-05,4.89822e-05
0,-10,15.2381,-1.73983e-17,0.000382009,0.000229209,7.8976e-05,1.5992e-18,2.02301e-16
-0.833333,-9.77667,15.2381,3.85598e-05,0.00039899,0.00022555,7.89285e-05,-2.11528e-05,-4.89822e-05
-1.66667,-9.55333,15.2381,8.11237e-05,0.000430296,0.000223367,8.71058e-05,-2.33444e-05,-3.92975e-05
-2.5,-9.33,15.2381,0.000117761,0.000439175,0.000222642,9.0674e-05,-2.43004e-05,-1.02941e-07
-3.33333,-9.10667,15.2381,0.000145092,0.000413332,0.000223368,8.71216e-05,-2.33486e-05,3.91073e-05
-4.16667,-8.88333,15.2381,0.000166333,0.000365077,0.000225551,7.89572e-05,-2.11606e-05,4.8839e-05
